province,year,month,wettest_quarter_month
Bueng Kan,2010,8,904.0
Bueng Kan,2010,9,280.0
Bueng Kan,2010,10,112.0
Bueng Kan,2010,11,-2.0
Bueng Kan,2010,12,1.0
Bueng Kan,2011,1,7.0
Bueng Kan,2011,2,22.0
Bueng Kan,2011,3,70.0
Bueng Kan,2011,4,130.0
Bueng Kan,2011,5,340.0
Bueng Kan,2011,6,535.0
Bueng Kan,2011,7,784.0
Bueng Kan,2011,8,730.0
Bueng Kan,2011,9,490.0
Bueng Kan,2011,10,142.0
Bueng Kan,2011,11,10.0
Bueng Kan,2011,12,-2.0
Bueng Kan,2012,1,7.0
Bueng Kan,2012,2,1.0
Bueng Kan,2012,3,85.0
Bueng Kan,2012,4,52.0
Bueng Kan,2012,5,388.0
Bueng Kan,2012,6,406.0
Bueng Kan,2012,7,448.0
Bueng Kan,2012,8,445.0
Bueng Kan,2012,9,223.0
Bueng Kan,2012,10,106.0
Bueng Kan,2012,11,70.0
Bueng Kan,2012,12,-2.0
Bueng Kan,2013,1,19.0
Bueng Kan,2013,2,34.0
Bueng Kan,2013,3,97.0
Bueng Kan,2013,4,22.0
Bueng Kan,2013,5,265.0
Bueng Kan,2013,6,352.0
Bueng Kan,2013,7,595.0
Bueng Kan,2013,8,526.0
Bueng Kan,2013,9,391.0
Bueng Kan,2013,10,73.0
Bueng Kan,2013,11,1.0
Bueng Kan,2013,12,28.0
Bueng Kan,2014,1,-2.0
Bueng Kan,2014,2,-2.0
Bueng Kan,2014,3,7.0
Bueng Kan,2014,4,82.0
Bueng Kan,2014,5,178.0
Bueng Kan,2014,6,430.0
Bueng Kan,2014,7,577.0
Bueng Kan,2014,8,547.0
Bueng Kan,2014,9,262.0
Bueng Kan,2014,10,31.0
Bueng Kan,2014,11,22.0
Bueng Kan,2014,12,-2.0
Bueng Kan,2015,1,7.0
Bueng Kan,2015,2,34.0
Bueng Kan,2015,3,70.0
Bueng Kan,2015,4,55.0
Bueng Kan,2015,5,106.0
Bueng Kan,2015,6,226.0
Bueng Kan,2015,7,589.0
Bueng Kan,2015,8,430.0
Bueng Kan,2015,9,289.0
Bueng Kan,2015,10,106.0
Bueng Kan,2015,11,16.0
Bueng Kan,2015,12,-2.0
Bueng Kan,2016,1,25.0
Bueng Kan,2016,2,1.0
Bueng Kan,2016,3,31.0
Bueng Kan,2016,4,73.0
Bueng Kan,2016,5,391.0
Bueng Kan,2016,6,388.0
Bueng Kan,2016,7,472.0
Bueng Kan,2016,8,412.0
Bueng Kan,2016,9,382.0
Bueng Kan,2016,10,91.0
Bueng Kan,2016,11,67.0
Bueng Kan,2016,12,4.0
Bueng Kan,2017,1,1.0
Bueng Kan,2017,2,4.0
Bueng Kan,2017,3,109.0
Bueng Kan,2017,4,130.0
Bueng Kan,2017,5,337.0
Bueng Kan,2017,6,451.0
Bueng Kan,2017,7,832.0
Bueng Kan,2017,8,481.0
Bueng Kan,2017,9,259.0
Bueng Kan,2017,10,145.0
Bueng Kan,2017,11,25.0
Bueng Kan,2017,12,13.0
Bueng Kan,2018,1,-2.0
Bueng Kan,2018,2,25.0
Bueng Kan,2018,3,52.0
Bueng Kan,2018,4,178.0
Bueng Kan,2018,5,298.0
Bueng Kan,2018,6,445.0
Bueng Kan,2018,7,532.0
Bueng Kan,2018,8,631.0
Bueng Kan,2018,9,232.0
Bueng Kan,2018,10,58.0
Bueng Kan,2018,11,10.0
Bueng Kan,2018,12,10.0
Bueng Kan,2019,1,-2.0
Bueng Kan,2019,2,31.0
Bueng Kan,2019,3,16.0
Bueng Kan,2019,4,31.0
Bueng Kan,2019,5,364.0
Bueng Kan,2019,6,244.0
Bueng Kan,2019,7,379.0
Bueng Kan,2019,8,625.0
Bueng Kan,2019,9,199.0
Bueng Kan,2019,10,19.0
Bueng Kan,2019,11,10.0
Bueng Kan,2019,12,-2.0
Bueng Kan,2020,1,4.0
Bueng Kan,2020,2,-2.0
Bueng Kan,2020,3,103.0
Bueng Kan,2020,4,46.0
Bueng Kan,2020,5,148.0
Bueng Kan,2020,6,286.0
Bueng Kan,2020,7,316.0
Bueng Kan,2020,8,685.0
Bueng Kan,2020,9,265.0
Bueng Kan,2020,10,169.0
Bueng Kan,2020,11,13.0
Bueng Kan,2020,12,-2.0
Bueng Kan,2021,1,-2.0
Bueng Kan,2021,2,19.0
Bueng Kan,2021,3,31.0
Bueng Kan,2021,4,133.0
Bueng Kan,2021,5,163.0
Bueng Kan,2021,6,406.0
Bueng Kan,2021,7,427.0
Bueng Kan,2021,8,301.0
Bueng Kan,2021,9,349.0
Bueng Kan,2021,10,130.0
Bueng Kan,2021,11,1.0
Bueng Kan,2021,12,-2.0
Bueng Kan,2022,1,4.0
Bueng Kan,2022,2,82.0
Bueng Kan,2022,3,94.0
Bueng Kan,2022,4,52.0
Bueng Kan,2022,5,346.0
Bueng Kan,2022,6,286.0
Bueng Kan,2022,7,433.0
Bueng Kan,2022,8,562.0
Bueng Kan,2022,9,364.0
Bueng Kan,2022,10,79.0
Bueng Kan,2022,11,40.0
Bueng Kan,2022,12,-2.0
Bueng Kan,2023,1,1.0
Bueng Kan,2023,2,10.0
Bueng Kan,2023,3,10.0
Bueng Kan,2023,4,25.0
Bueng Kan,2023,5,118.0
Bueng Kan,2023,6,466.0
Bueng Kan,2023,7,502.0
Bueng Kan,2023,8,604.0
Bueng Kan,2023,9,625.0
Bueng Kan,2023,10,118.0
Bueng Kan,2023,11,1.0
Bueng Kan,2023,12,-2.0
Buri Ram,2003,1,-2.0
Buri Ram,2003,2,19.0
Buri Ram,2003,3,70.0
Buri Ram,2003,4,61.0
Buri Ram,2003,5,139.0
Buri Ram,2003,6,139.0
Buri Ram,2003,7,130.0
Buri Ram,2003,8,196.0
Buri Ram,2003,9,301.0
Buri Ram,2003,10,73.0
Buri Ram,2003,11,-2.0
Buri Ram,2003,12,-2.0
Buri Ram,2004,1,13.0
Buri Ram,2004,2,34.0
Buri Ram,2004,3,13.0
Buri Ram,2004,4,70.0
Buri Ram,2004,5,163.0
Buri Ram,2004,6,217.0
Buri Ram,2004,7,247.0
Buri Ram,2004,8,166.0
Buri Ram,2004,9,145.0
Buri Ram,2004,10,13.0
Buri Ram,2004,11,1.0
Buri Ram,2004,12,-2.0
Buri Ram,2005,1,1.0
Buri Ram,2005,2,1.0
Buri Ram,2005,3,25.0
Buri Ram,2005,4,64.0
Buri Ram,2005,5,130.0
Buri Ram,2005,6,100.0
Buri Ram,2005,7,205.0
Buri Ram,2005,8,154.0
Buri Ram,2005,9,244.0
Buri Ram,2005,10,67.0
Buri Ram,2005,11,67.0
Buri Ram,2005,12,4.0
Buri Ram,2006,1,-2.0
Buri Ram,2006,2,10.0
Buri Ram,2006,3,70.0
Buri Ram,2006,4,94.0
Buri Ram,2006,5,127.0
Buri Ram,2006,6,121.0
Buri Ram,2006,7,199.0
Buri Ram,2006,8,190.0
Buri Ram,2006,9,190.0
Buri Ram,2006,10,199.0
Buri Ram,2006,11,10.0
Buri Ram,2006,12,-2.0
Buri Ram,2007,1,1.0
Buri Ram,2007,2,16.0
Buri Ram,2007,3,49.0
Buri Ram,2007,4,76.0
Buri Ram,2007,5,235.0
Buri Ram,2007,6,124.0
Buri Ram,2007,7,154.0
Buri Ram,2007,8,211.0
Buri Ram,2007,9,214.0
Buri Ram,2007,10,202.0
Buri Ram,2007,11,10.0
Buri Ram,2007,12,-2.0
Buri Ram,2008,1,4.0
Buri Ram,2008,2,7.0
Buri Ram,2008,3,37.0
Buri Ram,2008,4,106.0
Buri Ram,2008,5,190.0
Buri Ram,2008,6,112.0
Buri Ram,2008,7,133.0
Buri Ram,2008,8,184.0
Buri Ram,2008,9,346.0
Buri Ram,2008,10,127.0
Buri Ram,2008,11,76.0
Buri Ram,2008,12,1.0
Buri Ram,2009,1,-2.0
Buri Ram,2009,2,7.0
Buri Ram,2009,3,73.0
Buri Ram,2009,4,115.0
Buri Ram,2009,5,193.0
Buri Ram,2009,6,97.0
Buri Ram,2009,7,172.0
Buri Ram,2009,8,199.0
Buri Ram,2009,9,256.0
Buri Ram,2009,10,94.0
Buri Ram,2009,11,22.0
Buri Ram,2009,12,-2.0
Buri Ram,2010,1,13.0
Buri Ram,2010,2,10.0
Buri Ram,2010,3,28.0
Buri Ram,2010,4,46.0
Buri Ram,2010,5,118.0
Buri Ram,2010,6,112.0
Buri Ram,2010,7,178.0
Buri Ram,2010,8,256.0
Buri Ram,2010,9,205.0
Buri Ram,2010,10,202.0
Buri Ram,2010,11,1.0
Buri Ram,2010,12,-2.0
Buri Ram,2011,1,-2.0
Buri Ram,2011,2,10.0
Buri Ram,2011,3,40.0
Buri Ram,2011,4,148.0
Buri Ram,2011,5,148.0
Buri Ram,2011,6,127.0
Buri Ram,2011,7,262.0
Buri Ram,2011,8,214.0
Buri Ram,2011,9,268.0
Buri Ram,2011,10,238.0
Buri Ram,2011,11,13.0
Buri Ram,2011,12,-2.0
Buri Ram,2012,1,10.0
Buri Ram,2012,2,4.0
Buri Ram,2012,3,40.0
Buri Ram,2012,4,82.0
Buri Ram,2012,5,151.0
Buri Ram,2012,6,100.0
Buri Ram,2012,7,121.0
Buri Ram,2012,8,118.0
Buri Ram,2012,9,268.0
Buri Ram,2012,10,103.0
Buri Ram,2012,11,76.0
Buri Ram,2012,12,-2.0
Buri Ram,2013,1,7.0
Buri Ram,2013,2,10.0
Buri Ram,2013,3,31.0
Buri Ram,2013,4,58.0
Buri Ram,2013,5,67.0
Buri Ram,2013,6,121.0
Buri Ram,2013,7,253.0
Buri Ram,2013,8,187.0
Buri Ram,2013,9,295.0
Buri Ram,2013,10,205.0
Buri Ram,2013,11,19.0
Buri Ram,2013,12,1.0
Buri Ram,2014,1,-2.0
Buri Ram,2014,2,1.0
Buri Ram,2014,3,52.0
Buri Ram,2014,4,76.0
Buri Ram,2014,5,118.0
Buri Ram,2014,6,124.0
Buri Ram,2014,7,157.0
Buri Ram,2014,8,250.0
Buri Ram,2014,9,232.0
Buri Ram,2014,10,82.0
Buri Ram,2014,11,22.0
Buri Ram,2014,12,1.0
Buri Ram,2015,1,1.0
Buri Ram,2015,2,19.0
Buri Ram,2015,3,40.0
Buri Ram,2015,4,28.0
Buri Ram,2015,5,58.0
Buri Ram,2015,6,100.0
Buri Ram,2015,7,202.0
Buri Ram,2015,8,196.0
Buri Ram,2015,9,238.0
Buri Ram,2015,10,115.0
Buri Ram,2015,11,19.0
Buri Ram,2015,12,1.0
Buri Ram,2016,1,13.0
Buri Ram,2016,2,-2.0
Buri Ram,2016,3,10.0
Buri Ram,2016,4,31.0
Buri Ram,2016,5,115.0
Buri Ram,2016,6,109.0
Buri Ram,2016,7,142.0
Buri Ram,2016,8,115.0
Buri Ram,2016,9,292.0
Buri Ram,2016,10,139.0
Buri Ram,2016,11,61.0
Buri Ram,2016,12,1.0
Buri Ram,2017,1,7.0
Buri Ram,2017,2,13.0
Buri Ram,2017,3,79.0
Buri Ram,2017,4,88.0
Buri Ram,2017,5,253.0
Buri Ram,2017,6,187.0
Buri Ram,2017,7,253.0
Buri Ram,2017,8,202.0
Buri Ram,2017,9,229.0
Buri Ram,2017,10,151.0
Buri Ram,2017,11,28.0
Buri Ram,2017,12,4.0
Buri Ram,2018,1,4.0
Buri Ram,2018,2,10.0
Buri Ram,2018,3,70.0
Buri Ram,2018,4,124.0
Buri Ram,2018,5,118.0
Buri Ram,2018,6,139.0
Buri Ram,2018,7,172.0
Buri Ram,2018,8,163.0
Buri Ram,2018,9,184.0
Buri Ram,2018,10,88.0
Buri Ram,2018,11,16.0
Buri Ram,2018,12,1.0
Buri Ram,2019,1,1.0
Buri Ram,2019,2,7.0
Buri Ram,2019,3,16.0
Buri Ram,2019,4,58.0
Buri Ram,2019,5,184.0
Buri Ram,2019,6,103.0
Buri Ram,2019,7,130.0
Buri Ram,2019,8,313.0
Buri Ram,2019,9,271.0
Buri Ram,2019,10,64.0
Buri Ram,2019,11,13.0
Buri Ram,2019,12,-2.0
Buri Ram,2020,1,-2.0
Buri Ram,2020,2,-2.0
Buri Ram,2020,3,16.0
Buri Ram,2020,4,46.0
Buri Ram,2020,5,88.0
Buri Ram,2020,6,139.0
Buri Ram,2020,7,154.0
Buri Ram,2020,8,163.0
Buri Ram,2020,9,295.0
Buri Ram,2020,10,289.0
Buri Ram,2020,11,22.0
Buri Ram,2020,12,1.0
Buri Ram,2021,1,-2.0
Buri Ram,2021,2,7.0
Buri Ram,2021,3,16.0
Buri Ram,2021,4,151.0
Buri Ram,2021,5,100.0
Buri Ram,2021,6,85.0
Buri Ram,2021,7,262.0
Buri Ram,2021,8,142.0
Buri Ram,2021,9,307.0
Buri Ram,2021,10,211.0
Buri Ram,2021,11,19.0
Buri Ram,2021,12,1.0
Buri Ram,2022,1,1.0
Buri Ram,2022,2,25.0
Buri Ram,2022,3,79.0
Buri Ram,2022,4,91.0
Buri Ram,2022,5,163.0
Buri Ram,2022,6,88.0
Buri Ram,2022,7,220.0
Buri Ram,2022,8,220.0
Buri Ram,2022,9,331.0
Buri Ram,2022,10,148.0
Buri Ram,2022,11,49.0
Buri Ram,2022,12,-2.0
Buri Ram,2023,1,7.0
Buri Ram,2023,2,4.0
Buri Ram,2023,3,4.0
Buri Ram,2023,4,46.0
Buri Ram,2023,5,151.0
Buri Ram,2023,6,130.0
Buri Ram,2023,7,187.0
Buri Ram,2023,8,121.0
Buri Ram,2023,9,280.0
Buri Ram,2023,10,139.0
Buri Ram,2023,11,22.0
Buri Ram,2023,12,1.0
Chachoengsao,2003,1,-2.0
Chachoengsao,2003,2,25.0
Chachoengsao,2003,3,109.0
Chachoengsao,2003,4,52.0
Chachoengsao,2003,5,157.0
Chachoengsao,2003,6,205.0
Chachoengsao,2003,7,223.0
Chachoengsao,2003,8,202.0
Chachoengsao,2003,9,226.0
Chachoengsao,2003,10,157.0
Chachoengsao,2003,11,-2.0
Chachoengsao,2003,12,-2.0
Chachoengsao,2004,1,31.0
Chachoengsao,2004,2,58.0
Chachoengsao,2004,3,13.0
Chachoengsao,2004,4,76.0
Chachoengsao,2004,5,133.0
Chachoengsao,2004,6,172.0
Chachoengsao,2004,7,169.0
Chachoengsao,2004,8,163.0
Chachoengsao,2004,9,196.0
Chachoengsao,2004,10,82.0
Chachoengsao,2004,11,7.0
Chachoengsao,2004,12,-2.0
Chachoengsao,2005,1,19.0
Chachoengsao,2005,2,4.0
Chachoengsao,2005,3,52.0
Chachoengsao,2005,4,109.0
Chachoengsao,2005,5,136.0
Chachoengsao,2005,6,142.0
Chachoengsao,2005,7,121.0
Chachoengsao,2005,8,121.0
Chachoengsao,2005,9,298.0
Chachoengsao,2005,10,160.0
Chachoengsao,2005,11,91.0
Chachoengsao,2005,12,16.0
Chachoengsao,2006,1,1.0
Chachoengsao,2006,2,16.0
Chachoengsao,2006,3,85.0
Chachoengsao,2006,4,100.0
Chachoengsao,2006,5,199.0
Chachoengsao,2006,6,157.0
Chachoengsao,2006,7,160.0
Chachoengsao,2006,8,142.0
Chachoengsao,2006,9,265.0
Chachoengsao,2006,10,244.0
Chachoengsao,2006,11,22.0
Chachoengsao,2006,12,-2.0
Chachoengsao,2007,1,7.0
Chachoengsao,2007,2,4.0
Chachoengsao,2007,3,31.0
Chachoengsao,2007,4,181.0
Chachoengsao,2007,5,295.0
Chachoengsao,2007,6,208.0
Chachoengsao,2007,7,199.0
Chachoengsao,2007,8,109.0
Chachoengsao,2007,9,229.0
Chachoengsao,2007,10,142.0
Chachoengsao,2007,11,13.0
Chachoengsao,2007,12,-2.0
Chachoengsao,2008,1,13.0
Chachoengsao,2008,2,40.0
Chachoengsao,2008,3,19.0
Chachoengsao,2008,4,136.0
Chachoengsao,2008,5,208.0
Chachoengsao,2008,6,172.0
Chachoengsao,2008,7,202.0
Chachoengsao,2008,8,160.0
Chachoengsao,2008,9,310.0
Chachoengsao,2008,10,217.0
Chachoengsao,2008,11,31.0
Chachoengsao,2008,12,-2.0
Chachoengsao,2009,1,-2.0
Chachoengsao,2009,2,1.0
Chachoengsao,2009,3,67.0
Chachoengsao,2009,4,157.0
Chachoengsao,2009,5,238.0
Chachoengsao,2009,6,160.0
Chachoengsao,2009,7,166.0
Chachoengsao,2009,8,196.0
Chachoengsao,2009,9,280.0
Chachoengsao,2009,10,190.0
Chachoengsao,2009,11,22.0
Chachoengsao,2009,12,1.0
Chachoengsao,2010,1,25.0
Chachoengsao,2010,2,22.0
Chachoengsao,2010,3,40.0
Chachoengsao,2010,4,52.0
Chachoengsao,2010,5,163.0
Chachoengsao,2010,6,190.0
Chachoengsao,2010,7,202.0
Chachoengsao,2010,8,340.0
Chachoengsao,2010,9,241.0
Chachoengsao,2010,10,259.0
Chachoengsao,2010,11,7.0
Chachoengsao,2010,12,10.0
Chachoengsao,2011,1,-2.0
Chachoengsao,2011,2,13.0
Chachoengsao,2011,3,121.0
Chachoengsao,2011,4,163.0
Chachoengsao,2011,5,187.0
Chachoengsao,2011,6,226.0
Chachoengsao,2011,7,271.0
Chachoengsao,2011,8,247.0
Chachoengsao,2011,9,262.0
Chachoengsao,2011,10,265.0
Chachoengsao,2011,11,16.0
Chachoengsao,2011,12,-2.0
Chachoengsao,2012,1,34.0
Chachoengsao,2012,2,28.0
Chachoengsao,2012,3,52.0
Chachoengsao,2012,4,76.0
Chachoengsao,2012,5,178.0
Chachoengsao,2012,6,103.0
Chachoengsao,2012,7,166.0
Chachoengsao,2012,8,127.0
Chachoengsao,2012,9,355.0
Chachoengsao,2012,10,151.0
Chachoengsao,2012,11,97.0
Chachoengsao,2012,12,1.0
Chachoengsao,2013,1,28.0
Chachoengsao,2013,2,10.0
Chachoengsao,2013,3,43.0
Chachoengsao,2013,4,115.0
Chachoengsao,2013,5,91.0
Chachoengsao,2013,6,199.0
Chachoengsao,2013,7,196.0
Chachoengsao,2013,8,238.0
Chachoengsao,2013,9,319.0
Chachoengsao,2013,10,313.0
Chachoengsao,2013,11,58.0
Chachoengsao,2013,12,1.0
Chachoengsao,2014,1,-2.0
Chachoengsao,2014,2,7.0
Chachoengsao,2014,3,82.0
Chachoengsao,2014,4,46.0
Chachoengsao,2014,5,115.0
Chachoengsao,2014,6,151.0
Chachoengsao,2014,7,127.0
Chachoengsao,2014,8,250.0
Chachoengsao,2014,9,259.0
Chachoengsao,2014,10,187.0
Chachoengsao,2014,11,34.0
Chachoengsao,2014,12,10.0
Chachoengsao,2015,1,4.0
Chachoengsao,2015,2,19.0
Chachoengsao,2015,3,43.0
Chachoengsao,2015,4,61.0
Chachoengsao,2015,5,82.0
Chachoengsao,2015,6,148.0
Chachoengsao,2015,7,169.0
Chachoengsao,2015,8,199.0
Chachoengsao,2015,9,298.0
Chachoengsao,2015,10,196.0
Chachoengsao,2015,11,43.0
Chachoengsao,2015,12,13.0
Chachoengsao,2016,1,16.0
Chachoengsao,2016,2,1.0
Chachoengsao,2016,3,34.0
Chachoengsao,2016,4,37.0
Chachoengsao,2016,5,94.0
Chachoengsao,2016,6,154.0
Chachoengsao,2016,7,157.0
Chachoengsao,2016,8,187.0
Chachoengsao,2016,9,280.0
Chachoengsao,2016,10,268.0
Chachoengsao,2016,11,76.0
Chachoengsao,2016,12,1.0
Chachoengsao,2017,1,43.0
Chachoengsao,2017,2,22.0
Chachoengsao,2017,3,103.0
Chachoengsao,2017,4,67.0
Chachoengsao,2017,5,388.0
Chachoengsao,2017,6,220.0
Chachoengsao,2017,7,163.0
Chachoengsao,2017,8,250.0
Chachoengsao,2017,9,298.0
Chachoengsao,2017,10,205.0
Chachoengsao,2017,11,49.0
Chachoengsao,2017,12,16.0
Chachoengsao,2018,1,28.0
Chachoengsao,2018,2,22.0
Chachoengsao,2018,3,82.0
Chachoengsao,2018,4,187.0
Chachoengsao,2018,5,121.0
Chachoengsao,2018,6,139.0
Chachoengsao,2018,7,172.0
Chachoengsao,2018,8,184.0
Chachoengsao,2018,9,211.0
Chachoengsao,2018,10,190.0
Chachoengsao,2018,11,28.0
Chachoengsao,2018,12,7.0
Chachoengsao,2019,1,7.0
Chachoengsao,2019,2,10.0
Chachoengsao,2019,3,31.0
Chachoengsao,2019,4,61.0
Chachoengsao,2019,5,187.0
Chachoengsao,2019,6,148.0
Chachoengsao,2019,7,109.0
Chachoengsao,2019,8,199.0
Chachoengsao,2019,9,238.0
Chachoengsao,2019,10,103.0
Chachoengsao,2019,11,19.0
Chachoengsao,2019,12,1.0
Chachoengsao,2020,1,4.0
Chachoengsao,2020,2,4.0
Chachoengsao,2020,3,49.0
Chachoengsao,2020,4,70.0
Chachoengsao,2020,5,133.0
Chachoengsao,2020,6,187.0
Chachoengsao,2020,7,172.0
Chachoengsao,2020,8,166.0
Chachoengsao,2020,9,316.0
Chachoengsao,2020,10,337.0
Chachoengsao,2020,11,28.0
Chachoengsao,2020,12,4.0
Chachoengsao,2021,1,-2.0
Chachoengsao,2021,2,16.0
Chachoengsao,2021,3,43.0
Chachoengsao,2021,4,202.0
Chachoengsao,2021,5,142.0
Chachoengsao,2021,6,88.0
Chachoengsao,2021,7,172.0
Chachoengsao,2021,8,184.0
Chachoengsao,2021,9,343.0
Chachoengsao,2021,10,277.0
Chachoengsao,2021,11,40.0
Chachoengsao,2021,12,10.0
Chachoengsao,2022,1,10.0
Chachoengsao,2022,2,46.0
Chachoengsao,2022,3,88.0
Chachoengsao,2022,4,94.0
Chachoengsao,2022,5,211.0
Chachoengsao,2022,6,103.0
Chachoengsao,2022,7,184.0
Chachoengsao,2022,8,211.0
Chachoengsao,2022,9,337.0
Chachoengsao,2022,10,181.0
Chachoengsao,2022,11,88.0
Chachoengsao,2022,12,1.0
Chachoengsao,2023,1,7.0
Chachoengsao,2023,2,22.0
Chachoengsao,2023,3,16.0
Chachoengsao,2023,4,64.0
Chachoengsao,2023,5,115.0
Chachoengsao,2023,6,127.0
Chachoengsao,2023,7,190.0
Chachoengsao,2023,8,130.0
Chachoengsao,2023,9,262.0
Chachoengsao,2023,10,181.0
Chachoengsao,2023,11,55.0
Chachoengsao,2023,12,4.0
Chai Nat,2003,1,-2.0
Chai Nat,2003,2,13.0
Chai Nat,2003,3,88.0
Chai Nat,2003,4,34.0
Chai Nat,2003,5,91.0
Chai Nat,2003,6,142.0
Chai Nat,2003,7,127.0
Chai Nat,2003,8,115.0
Chai Nat,2003,9,244.0
Chai Nat,2003,10,88.0
Chai Nat,2003,11,-2.0
Chai Nat,2003,12,-2.0
Chai Nat,2004,1,10.0
Chai Nat,2004,2,22.0
Chai Nat,2004,3,4.0
Chai Nat,2004,4,37.0
Chai Nat,2004,5,88.0
Chai Nat,2004,6,103.0
Chai Nat,2004,7,124.0
Chai Nat,2004,8,103.0
Chai Nat,2004,9,229.0
Chai Nat,2004,10,25.0
Chai Nat,2004,11,4.0
Chai Nat,2004,12,-2.0
Chai Nat,2005,1,1.0
Chai Nat,2005,2,1.0
Chai Nat,2005,3,46.0
Chai Nat,2005,4,94.0
Chai Nat,2005,5,97.0
Chai Nat,2005,6,100.0
Chai Nat,2005,7,94.0
Chai Nat,2005,8,115.0
Chai Nat,2005,9,298.0
Chai Nat,2005,10,121.0
Chai Nat,2005,11,100.0
Chai Nat,2005,12,7.0
Chai Nat,2006,1,-2.0
Chai Nat,2006,2,31.0
Chai Nat,2006,3,46.0
Chai Nat,2006,4,103.0
Chai Nat,2006,5,139.0
Chai Nat,2006,6,112.0
Chai Nat,2006,7,79.0
Chai Nat,2006,8,79.0
Chai Nat,2006,9,274.0
Chai Nat,2006,10,193.0
Chai Nat,2006,11,16.0
Chai Nat,2006,12,-2.0
Chai Nat,2007,1,1.0
Chai Nat,2007,2,1.0
Chai Nat,2007,3,10.0
Chai Nat,2007,4,100.0
Chai Nat,2007,5,235.0
Chai Nat,2007,6,106.0
Chai Nat,2007,7,112.0
Chai Nat,2007,8,67.0
Chai Nat,2007,9,169.0
Chai Nat,2007,10,181.0
Chai Nat,2007,11,7.0
Chai Nat,2007,12,1.0
Chai Nat,2008,1,1.0
Chai Nat,2008,2,19.0
Chai Nat,2008,3,13.0
Chai Nat,2008,4,109.0
Chai Nat,2008,5,139.0
Chai Nat,2008,6,112.0
Chai Nat,2008,7,103.0
Chai Nat,2008,8,121.0
Chai Nat,2008,9,283.0
Chai Nat,2008,10,220.0
Chai Nat,2008,11,52.0
Chai Nat,2008,12,1.0
Chai Nat,2009,1,-2.0
Chai Nat,2009,2,1.0
Chai Nat,2009,3,52.0
Chai Nat,2009,4,70.0
Chai Nat,2009,5,181.0
Chai Nat,2009,6,97.0
Chai Nat,2009,7,100.0
Chai Nat,2009,8,154.0
Chai Nat,2009,9,214.0
Chai Nat,2009,10,205.0
Chai Nat,2009,11,7.0
Chai Nat,2009,12,-2.0
Chai Nat,2010,1,7.0
Chai Nat,2010,2,1.0
Chai Nat,2010,3,4.0
Chai Nat,2010,4,31.0
Chai Nat,2010,5,82.0
Chai Nat,2010,6,130.0
Chai Nat,2010,7,127.0
Chai Nat,2010,8,163.0
Chai Nat,2010,9,247.0
Chai Nat,2010,10,256.0
Chai Nat,2010,11,1.0
Chai Nat,2010,12,10.0
Chai Nat,2011,1,-2.0
Chai Nat,2011,2,19.0
Chai Nat,2011,3,97.0
Chai Nat,2011,4,133.0
Chai Nat,2011,5,199.0
Chai Nat,2011,6,115.0
Chai Nat,2011,7,184.0
Chai Nat,2011,8,184.0
Chai Nat,2011,9,214.0
Chai Nat,2011,10,196.0
Chai Nat,2011,11,19.0
Chai Nat,2011,12,1.0
Chai Nat,2012,1,7.0
Chai Nat,2012,2,7.0
Chai Nat,2012,3,22.0
Chai Nat,2012,4,61.0
Chai Nat,2012,5,127.0
Chai Nat,2012,6,61.0
Chai Nat,2012,7,106.0
Chai Nat,2012,8,85.0
Chai Nat,2012,9,307.0
Chai Nat,2012,10,148.0
Chai Nat,2012,11,73.0
Chai Nat,2012,12,1.0
Chai Nat,2013,1,7.0
Chai Nat,2013,2,1.0
Chai Nat,2013,3,43.0
Chai Nat,2013,4,55.0
Chai Nat,2013,5,91.0
Chai Nat,2013,6,109.0
Chai Nat,2013,7,112.0
Chai Nat,2013,8,160.0
Chai Nat,2013,9,307.0
Chai Nat,2013,10,190.0
Chai Nat,2013,11,37.0
Chai Nat,2013,12,1.0
Chai Nat,2014,1,-2.0
Chai Nat,2014,2,-2.0
Chai Nat,2014,3,28.0
Chai Nat,2014,4,34.0
Chai Nat,2014,5,91.0
Chai Nat,2014,6,88.0
Chai Nat,2014,7,82.0
Chai Nat,2014,8,166.0
Chai Nat,2014,9,166.0
Chai Nat,2014,10,142.0
Chai Nat,2014,11,19.0
Chai Nat,2014,12,4.0
Chai Nat,2015,1,4.0
Chai Nat,2015,2,10.0
Chai Nat,2015,3,49.0
Chai Nat,2015,4,40.0
Chai Nat,2015,5,40.0
Chai Nat,2015,6,49.0
Chai Nat,2015,7,91.0
Chai Nat,2015,8,112.0
Chai Nat,2015,9,238.0
Chai Nat,2015,10,166.0
Chai Nat,2015,11,46.0
Chai Nat,2015,12,13.0
Chai Nat,2016,1,4.0
Chai Nat,2016,2,-2.0
Chai Nat,2016,3,13.0
Chai Nat,2016,4,16.0
Chai Nat,2016,5,109.0
Chai Nat,2016,6,88.0
Chai Nat,2016,7,103.0
Chai Nat,2016,8,124.0
Chai Nat,2016,9,226.0
Chai Nat,2016,10,256.0
Chai Nat,2016,11,130.0
Chai Nat,2016,12,-2.0
Chai Nat,2017,1,13.0
Chai Nat,2017,2,10.0
Chai Nat,2017,3,64.0
Chai Nat,2017,4,49.0
Chai Nat,2017,5,262.0
Chai Nat,2017,6,148.0
Chai Nat,2017,7,103.0
Chai Nat,2017,8,178.0
Chai Nat,2017,9,262.0
Chai Nat,2017,10,223.0
Chai Nat,2017,11,34.0
