year,month,province,ws
2023,7,Phetchabun,1.4048013245033113
2023,8,Phetchabun,1.409271523178808
2023,9,Phetchabun,1.1334437086092717
2023,10,Phetchabun,0.9370860927152318
2023,11,Phetchabun,1.063245033112583
2023,12,Phetchabun,1.3061258278145695
2023,1,Phetchaburi,1.7859060402684566
2023,2,Phetchaburi,1.3234899328859062
2023,3,Phetchaburi,1.2902684563758389
2023,4,Phetchaburi,1.2741610738255034
2023,5,Phetchaburi,1.5211409395973154
2023,6,Phetchaburi,1.2302013422818792
2023,7,Phetchaburi,1.6006711409395973
2023,8,Phetchaburi,1.4926174496644296
2023,9,Phetchaburi,1.5184563758389262
2023,10,Phetchaburi,0.9553691275167784
2023,11,Phetchaburi,1.167785234899329
2023,12,Phetchaburi,1.4271812080536914
2023,1,Phichit,1.0355140186915888
2023,2,Phichit,1.1799065420560748
2023,3,Phichit,0.9920560747663552
2023,4,Phichit,1.188785046728972
2023,5,Phichit,0.8948598130841121
2023,6,Phichit,1.1462616822429907
2023,7,Phichit,1.419158878504673
2023,8,Phichit,1.220093457943925
2023,9,Phichit,1.2602803738317756
2023,10,Phichit,0.8990654205607477
2023,11,Phichit,0.8210280373831776
2023,12,Phichit,1.0093457943925233
2023,1,Phitsanulok,1.093909626719057
2023,2,Phitsanulok,1.2428290766208252
2023,3,Phitsanulok,1.1915520628683691
2023,4,Phitsanulok,1.419646365422397
2023,5,Phitsanulok,1.2583497053045187
2023,6,Phitsanulok,1.3925343811394892
2023,7,Phitsanulok,1.599803536345776
2023,8,Phitsanulok,1.4094302554027505
2023,9,Phitsanulok,1.1235756385068765
2023,10,Phitsanulok,1.030255402750491
2023,11,Phitsanulok,0.9964636542239688
2023,12,Phitsanulok,1.0322200392927308
2023,1,Phra Nakhon Si Ayutthaya,1.4237704918032787
2023,2,Phra Nakhon Si Ayutthaya,0.9295081967213116
2023,3,Phra Nakhon Si Ayutthaya,0.9139344262295082
2023,4,Phra Nakhon Si Ayutthaya,1.1754098360655738
2023,5,Phra Nakhon Si Ayutthaya,0.7680327868852459
2023,6,Phra Nakhon Si Ayutthaya,1.178688524590164
2023,7,Phra Nakhon Si Ayutthaya,1.4213114754098362
2023,8,Phra Nakhon Si Ayutthaya,1.4295081967213117
2023,9,Phra Nakhon Si Ayutthaya,1.00327868852459
2023,10,Phra Nakhon Si Ayutthaya,0.7163934426229509
2023,11,Phra Nakhon Si Ayutthaya,0.8352459016393443
2023,12,Phra Nakhon Si Ayutthaya,0.9081967213114754
2023,1,Phrae,1.0729813664596273
2023,2,Phrae,1.1928571428571428
2023,3,Phrae,1.1475155279503106
2023,4,Phrae,1.585714285714286
2023,5,Phrae,1.3909937888198758
2023,6,Phrae,1.4652173913043478
2023,7,Phrae,1.393167701863354
2023,8,Phrae,1.5714285714285714
2023,9,Phrae,1.0596273291925469
2023,10,Phrae,0.9642857142857144
2023,11,Phrae,1.0484472049689442
2023,12,Phrae,0.9403726708074536
2023,1,Phuket,1.7916666666666667
2023,2,Phuket,2.2833333333333337
2023,3,Phuket,2.591666666666667
2023,4,Phuket,2.379166666666667
2023,5,Phuket,2.3625000000000003
2023,6,Phuket,1.9666666666666668
2023,7,Phuket,2.825
2023,8,Phuket,2.2208333333333337
2023,9,Phuket,1.4416666666666669
2023,10,Phuket,1.3500000000000003
2023,11,Phuket,1.6083333333333334
2023,12,Phuket,1.8
2023,1,Prachin Buri,1.819672131147541
2023,2,Prachin Buri,1.5520491803278689
2023,3,Prachin Buri,1.517622950819672
2023,4,Prachin Buri,1.2487704918032787
2023,5,Prachin Buri,1.1122950819672133
2023,6,Prachin Buri,1.267622950819672
2023,7,Prachin Buri,1.6139344262295083
2023,8,Prachin Buri,1.387704918032787
2023,9,Prachin Buri,1.085655737704918
2023,10,Prachin Buri,0.8795081967213114
2023,11,Prachin Buri,1.062704918032787
2023,12,Prachin Buri,1.371311475409836
2023,1,Prachuap Khiri Khan,2.3206557377049184
2023,2,Prachuap Khiri Khan,1.71672131147541
2023,3,Prachuap Khiri Khan,1.2836065573770492
2023,4,Prachuap Khiri Khan,1.4563934426229508
2023,5,Prachuap Khiri Khan,1.7436065573770494
2023,6,Prachuap Khiri Khan,1.396065573770492
2023,7,Prachuap Khiri Khan,1.6262295081967213
2023,8,Prachuap Khiri Khan,1.701639344262295
2023,9,Prachuap Khiri Khan,1.7642622950819673
2023,10,Prachuap Khiri Khan,1.0377049180327869
2023,11,Prachuap Khiri Khan,1.1875409836065574
2023,12,Prachuap Khiri Khan,1.6944262295081969
2023,1,Ranong,2.017088607594937
2023,2,Ranong,1.979746835443038
2023,3,Ranong,1.8265822784810128
2023,4,Ranong,1.6436708860759492
2023,5,Ranong,1.8202531645569624
2023,6,Ranong,1.4310126582278482
2023,7,Ranong,1.8170886075949368
2023,8,Ranong,1.6664556962025316
2023,9,Ranong,1.6563291139240506
2023,10,Ranong,1.1417721518987345
2023,11,Ranong,1.3537974683544305
2023,12,Ranong,1.7183544303797469
2023,1,Ratchaburi,1.4664
2023,2,Ratchaburi,1.0572
2023,3,Ratchaburi,1.0116
2023,4,Ratchaburi,1.1568
2023,5,Ratchaburi,1.3656
2023,6,Ratchaburi,1.0016
2023,7,Ratchaburi,1.5292
2023,8,Ratchaburi,1.4388
2023,9,Ratchaburi,1.2392
